Time,I1,target
0.728000662,863.894069,2
0.728800663,863.8617396,2
0.729600663,863.8305119,2
0.730400664,863.8003697,2
0.731200664,863.7712968,2
0.732000665,863.7432769,2
0.732800665,863.7162939,2
0.733600665,863.6903316,2
0.734400666,863.6653737,2
0.735200666,863.6414042,2
0.736000667,863.6184067,2
0.736800667,863.5963651,2
0.737600667,863.5752632,2
0.738400668,863.5550848,2
0.739200668,863.5358137,2
0.740000669,863.5174337,2
0.740800669,863.4999285,2
0.741600669,863.4832821,2
0.74240067,863.4674782,2
0.74320067,863.4525006,2
0.74400067,863.438333,2
0.74480067,863.4249594,2
0.745600671,863.4123635,2
0.746400671,863.4005291,2
0.747200671,863.38944,2
0.748000672,863.37908,2
0.748800672,863.3694329,2
0.749600672,863.3604826,2
0.750400672,863.3522127,2
0.751200672,863.3446072,2
0.752000673,863.3376498,2
0.752800673,863.3313243,2
0.753600673,863.3256146,2
0.754400673,863.3205044,2
0.755200673,863.3159775,2
0.756000674,863.3120177,2
0.756800674,863.3086089,2
0.757600674,863.3057348,2
0.758400674,863.3033792,2
0.759200674,863.301526,2
0.760000674,863.3001589,2
0.760800674,863.2992618,2
0.761600674,863.2988184,2
0.762400674,863.2988126,2
0.763200674,863.2992281,2
0.764000674,863.3000487,2
0.764800674,863.3012584,2
0.765600674,863.3028407,2
0.766400674,863.3047796,2
0.767200674,863.3070589,2
0.768400674,863.307922,2
0.769200674,863.3089549,2
0.770000674,863.3080043,2
0.770800674,863.3068742,2
0.771600675,863.3073071,2
0.772400675,863.3123684,2
0.773200674,863.309861,2
0.774000674,863.3129915,2
0.774800674,863.3191505,2
0.775600674,863.3213038,2
0.776400674,863.3233992,2
0.777200674,863.3266353,2
0.778000674,863.33502,2
0.778800674,863.3409633,2
0.779600673,863.3479801,2
0.780400673,863.3553214,2
0.781200672,863.3629584,2
0.782000672,863.3719729,2
0.782800671,863.378959,2
0.783600671,863.3859713,2
0.78440067,863.3939227,2
0.78520067,863.4010097,2
0.78600067,863.4085493,2
0.786800669,863.4150507,2
0.787600669,863.418525,2
0.788400668,863.4242736,2
0.789200669,863.4324822,2
0.790000668,863.4419749,2
0.790800668,863.4522687,2
0.791600667,863.4595334,2
0.792400666,863.470398,2
0.793200666,863.4790805,2
0.794000666,863.4854548,2
0.794800666,863.4926184,2
0.795600667,863.5001869,2
0.796400667,863.5077319,2
0.797200666,863.5123028,2
0.798000666,863.5176546,2
0.798800667,863.5242557,2
0.799600667,863.5290642,2
0.800400667,863.5307017,2
0.801200667,863.5297807,2
0.802000666,863.5309631,2
0.802800665,863.532204,2
0.803600665,863.5332606,2
0.804400665,863.5388451,2
0.805200664,863.5390242,2
0.806000665,863.5383435,2
0.806800665,863.5398754,2
0.807600665,863.5418026,2
0.808400664,863.5411678,2
0.809200663,863.5396183,2
0.810000664,863.5407967,2
0.810800663,863.5430208,2
0.811600664,863.544791,2
0.812400664,863.5483005,2
0.813200664,863.5501909,2
0.814000664,863.5533167,2
0.814800665,863.5579825,2
0.815600665,863.560832,2
0.816400666,863.5634304,2
0.817200666,863.5689941,2
0.818000666,863.5742586,2
0.818800666,863.580914,2
0.819600666,863.5837459,2
0.820400666,863.5879677,2
0.821200666,863.5933151,2
0.822000666,863.5990155,2
0.822800667,863.604042,2
0.823600667,863.6099784,2
0.824400667,863.6138609,2
0.825200666,863.6200641,2
0.826000666,863.626301,2
0.826800666,863.6321913,2
0.827600666,863.6356126,2
0.828400667,863.6416148,2
0.829200666,863.6439017,2
0.830000666,863.6455544,2
0.830800666,863.6504185,2
0.831600667,863.6545987,2
0.832400668,863.6554593,2
0.833200668,863.6595926,2
0.834000668,863.662186,2
0.834800668,863.6661717,2
0.835600669,863.6694847,2
0.836400669,863.6728968,2
0.837200668,863.6743118,2
0.838000668,863.6723953,2
0.838800669,863.6727581,2
0.839600669,863.6743041,2
0.840400669,863.6761349,2
0.841200668,863.6785236,2
0.842000669,863.678036,2
0.84280067,863.6777482,2
0.84360067,863.6784394,2
0.84440067,863.6800945,2
0.845200671,863.682355,2
0.84600067,863.6850888,2
0.846800671,863.6877747,2
0.847600671,863.690837,2
0.848400671,863.6921486,2
0.849200672,863.6917857,2
0.850000671,863.6944603,2
0.850800671,863.6975029,2
0.851600671,863.7014121,2
0.852400671,863.7047956,2
0.853200672,863.71117,2
0.854000672,863.7155885,2
0.854800672,863.7177097,2
0.855600671,863.7228627,2
0.856400672,863.728755,2
0.857200671,863.7336057,2
0.858000672,863.7376588,2
0.858800672,863.7457058,2
0.859600672,863.7522759,2
0.860400672,863.7573607,2
0.861200673,863.7628106,2
0.862000673,863.7678642,2
0.862800674,863.7736513,2
0.863600674,863.7790209,2
0.864400674,863.7834225,2
0.865200674,863.7892463,2
0.866000674,863.7973693,2
0.866800675,863.8019313,2
0.867600674,863.8099029,2
0.868400674,863.8154984,2
0.869200674,863.819189,2
0.870000674,863.8238442,2
0.870800674,863.8267956,2
0.871600675,863.8320984,2
0.872400676,863.8352541,2
0.873200676,863.8403337,2
0.874000675,863.8455262,2
0.874800675,863.8475351,2
0.875600675,863.8504901,2
0.876400674,863.853268,2
0.877200675,863.8557816,2
0.878000675,863.8580184,2
0.878800674,863.858899,2
0.879600674,863.8602098,2
0.880400674,863.8642336,2
0.881200674,863.8681382,2
0.882000674,863.8709684,2
0.882800674,863.8756249,2
0.883200674,863.8782217,2
0.884000674,863.8834101,2
0.884800674,863.8885861,2
0.885600674,863.8937432,2
0.886400674,863.8988748,2
0.887200674,863.9039742,2
0.888000673,863.909035,2
0.888800673,863.9140504,2
0.889600673,863.9190138,2
0.890400673,863.9239188,2
0.891200673,863.9287587,2
0.892000673,863.9335269,2
0.892800672,863.9382168,2
0.893600672,863.9428219,2
0.894400672,863.9473354,2
0.895200672,863.9517509,2
0.896000672,863.9560618,2
0.896800672,863.9602614,2
0.897600671,863.9643431,2
0.898400671,863.9683004,2
0.899200671,863.9721267,2
0.900000671,863.9758154,2
0.900800671,863.9793598,2
0.901600671,863.9827534,2
0.90240067,863.9859897,2
0.90320067,863.9890619,2
0.90400067,863.9919635,2
0.90480067,863.994688,2
0.90560067,863.9972287,2
0.90640067,863.999579,2
0.907200669,864.0017323,2
0.908000669,864.0036821,2
0.908800669,864.0054217,2
0.909600669,864.0069446,2
0.910400669,864.0082442,2
0.911200669,864.0093138,2
0.912000668,864.0101469,2
0.912800668,864.0107369,2
0.913600668,864.0110771,2
0.914400668,864.0111611,2
0.915200668,864.0109822,2
0.916000668,864.0105337,2
0.916800668,864.0098092,2
0.917600667,864.008802,2
0.918400667,864.0075056,2
0.919200667,864.0059133,2
0.920000667,864.0040185,2
0.920800667,864.0018146,2
0.921600667,863.9992952,2
0.922400667,863.9964535,2
